Id,Article ,ProductName,Price,Quantity ,Description ,Manufacturer ,Colour,Hashtags
3712,700190,Мобильный телефон Nokia 230,"5 060,0",2,"Этот телефон с цифровой клавиатурой внешне напоминает классическую «звонилку» для тех, кому нужна в основном традиционная голосовая связь и SMS. Тем не менее, он имеет ряд особенностей, заметно выделяющих его как среди аналогов, так и даже среди более продвинутых моделей. Одной из таких особенностей является фронтальная камера, оснащённая собственной вспышкой — правда, с разрешением сенсора всего 2 Мп. Экран телефона Nokia 230 довольно крупный для подобной техники — 2,8"", с разрешением 320х240. Задняя крышка выполнена из алюминия. Стоит учитывать, что аппарат поддерживает только сети GSM. Зато его автономность достигает 23 ч в режиме разговора. ",Nokia,серый,#Nokia #серый #Премиум
3713,1140899,Мобильный телефон Fly FF282,"1859,0",8,"Вес (г): 108; Размеры (мм): 133x57.4x9.3; Емкость (мАч): 1000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.3; Слот для карт; Память (ГБ): 0.03; ОЗУ (ГБ): 0.03; Процессор (ГГц): 0.26; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8",Fly,пурпурный,#Fly #пурпурный #Премиум
3714,1140899,Мобильный телефон Fly FF282,"1 859,0",15,"Вес (г): 108; Размеры (мм): 133x57.4x9.3; Емкость (мАч): 1000; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Камера (основная): 0.3; Слот для карт; Память (ГБ): 0.03; ОЗУ (ГБ): 0.03; Процессор (ГГц): 0.26; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.8",Fly,черный,#Fly #черный #Премиум
3715,1280488,Мобильный телефон Prestigio Muze B5 DUO,"6248,0",8,"Емкость (мАч): 2450; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Автофокус; Камера (основная): 13; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Процессор (ГГц): 1.3; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5.2",Prestigio,пурпурный,#Prestigio #пурпурный #Премиум
3716,1280488,Мобильный телефон Prestigio Muze B5 DUO,"5 806,9",11,"Емкость (мАч): 2450; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Автофокус; Камера (основная): 13; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Процессор (ГГц): 1.3; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5.2",Prestigio,золотистый,#Prestigio #золотистый #Премиум
3717,1280488,Мобильный телефон Prestigio Muze B5 DUO,"5 806,9",9,"Емкость (мАч): 2450; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Автофокус; Камера (основная): 13; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 1; Процессор (ГГц): 1.3; сенсорный экран; разрешение (пикс): 1280х720; Основной дисплей: дисплей (""): 5.2",Prestigio,черный,#Prestigio #черный #Премиум
3718,1230193,Мобильный телефон Vertex C306,"1309,0",8,"Размеры (мм): 118x53x13.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; кнопка экстренного вызова; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Слот для карт; разрешение (пикс): 160x128; Основной дисплей: дисплей (""): 1.77; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон",Vertex,пурпурный,#Vertex #пурпурный #Премиум
3719,1230193,Мобильный телефон Vertex C306,"1 309,0",12,"Размеры (мм): 118x53x13.5; Емкость (мАч): 800; Аккумулятор: Li-Ion; кнопка экстренного вызова; mini-Jack (3.5 мм); microUSB; FM-приемник; Bluetooth; GPRS; Слот для карт; разрешение (пикс): 160x128; Основной дисплей: дисплей (""): 1.77; Корпус: моноблок; ОС: отсутствует; GSM; Тип устройства: телефон",Vertex,черный,#Vertex #черный #Премиум
3720,1253025,Мобильный телефон Digma Vox S509 3G,"4455,0",8,Вес (г): 146; Размеры (мм): 144x73x10; Емкость (мАч): 2100; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 5; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; Модель процессора: Spreadtrum SC7731c,Digma,пурпурный,#Digma #пурпурный #Премиум
3721,1253025,Мобильный телефон Digma Vox S509 3G,"4 444,0",15,Вес (г): 146; Размеры (мм): 144x73x10; Емкость (мАч): 2100; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 5; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; Модель процессора: Spreadtrum SC7731c,Digma,серебристый,#Digma #серебристый #Премиум
3722,1253025,Мобильный телефон Digma Vox S509 3G,"4 192,1",2,Вес (г): 146; Размеры (мм): 144x73x10; Емкость (мАч): 2100; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 5; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; Модель процессора: Spreadtrum SC7731c,Digma,серый,#Digma #серый #Премиум
3723,1253025,Мобильный телефон Digma Vox S509 3G,"4 192,1",11,Вес (г): 146; Размеры (мм): 144x73x10; Емкость (мАч): 2100; Аккумулятор: Li-Ion; фонарик; mini-Jack (3.5 мм); microUSB; FM-приемник; GPS-модуль; Bluetooth; Wi-Fi; EDGE; GPRS; Вспышка; Камера (основная): 5; Слот для карт; Память (ГБ): 16; ОЗУ (ГБ): 2; Процессор (ГГц): 1.3; Модель процессора: Spreadtrum SC7731c,Digma,черный,#Digma #черный #Премиум
3724,1144243,Мобильный телефон BQ BQ-2300 Comfort,"2189,0",10,"Вес (г): 101; Размеры (мм): 123х59х15; Емкость (мАч): 1400; Аккумулятор: Li-Ion; фонарик; кнопка экстренного вызова; microUSB; FM-приемник; Bluetooth; Вспышка; Камера (основная): 0.3; Слот для карт; Память (ГБ): 0.03; ОЗУ (ГБ): 0.03; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.3; Корпус: моноблок",BQ,пурпурный,#BQ #пурпурный #Премиум
3725,1144243,Мобильный телефон BQ BQ-2300 Comfort,"1 309,0",5,"Вес (г): 101; Размеры (мм): 123х59х15; Емкость (мАч): 1400; Аккумулятор: Li-Ion; фонарик; кнопка экстренного вызова; microUSB; FM-приемник; Bluetooth; Вспышка; Камера (основная): 0.3; Слот для карт; Память (ГБ): 0.03; ОЗУ (ГБ): 0.03; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.3; Корпус: моноблок",BQ,красный,#BQ #красный #Премиум
3726,1144243,Мобильный телефон BQ BQ-2300 Comfort,"1 617,0",8,"Вес (г): 101; Размеры (мм): 123х59х15; Емкость (мАч): 1400; Аккумулятор: Li-Ion; фонарик; кнопка экстренного вызова; microUSB; FM-приемник; Bluetooth; Вспышка; Камера (основная): 0.3; Слот для карт; Память (ГБ): 0.03; ОЗУ (ГБ): 0.03; разрешение (пикс): 320x240; Основной дисплей: дисплей (""): 2.3; Корпус: моноблок",BQ,черный,#BQ #черный #Премиум
